genes	logFC	logCPM	LR	PValue	FDR
TRINITY_DN19057_c0_g1	-1.21188236378398	2.71341014851672	18.5804017371263	1.62886556325899e-05	0.00561423420639281
TRINITY_DN15167_c0_g1	5.65161609758637	5.52371980931969	18.5253647036244	1.67658191974199e-05	0.00572640824244004
TRINITY_DN11939_c0_g1	-1.80581930295454	0.683842091144192	18.5156543685063	1.68514521164356e-05	0.00572640824244004
TRINITY_DN86852_c0_g3	1.15304247403898	3.11079554063236	18.3868417379779	1.80298769686379e-05	0.00606503496922694
TRINITY_DN28034_c0_g1	2.43413146433129	1.86649858812301	18.3795161359155	1.80993292901869e-05	0.00606503496922694
TRINITY_DN1520_c5_g2	-1.5756762164391	0.241348690372926	18.3618802089169	1.82676357083554e-05	0.00607921719635158
TRINITY_DN124189_c0_g1	6.23463268383594	7.16279203617819	18.3199089725026	1.86745339600286e-05	0.00616257367421877
TRINITY_DN14518_c0_g1	-1.33355847798824	2.88050908636797	18.3098356954824	1.87735385690339e-05	0.00616257367421877
TRINITY_DN38311_c0_g1	1.62567734265088	2.67499975384428	18.2925251568966	1.89449073767052e-05	0.00617680784159143
TRINITY_DN77810_c0_g1	3.4466934878157	1.43281678161612	18.1984036820893	1.99045596569015e-05	0.00644613840056458
TRINITY_DN22360_c2_g1	1.23677845485221	1.47881503931768	18.1831353941253	2.00647737206995e-05	0.00645470394079088
TRINITY_DN32144_c0_g1	5.50653267314522	8.23067174977037	18.1154326037313	2.07909518256565e-05	0.00658328614408345
TRINITY_DN52936_c0_g1	2.72059609634708	0.924406825580373	18.1073832975618	2.08790263827985e-05	0.00658328614408345
TRINITY_DN4520_c1_g1	3.80452401360736	2.94364255134962	18.0966520874052	2.09970292769683e-05	0.00658328614408345
TRINITY_DN62455_c0_g1	3.94728365342914	1.78752018469979	18.0954583335138	2.10101974175996e-05	0.00658328614408345
TRINITY_DN20165_c0_g1	-1.11850363203871	3.34720210170481	18.0710039760226	2.12817835448992e-05	0.00659249081909348
TRINITY_DN110030_c0_g1	5.04806164165583	4.26933010916519	18.0682298137278	2.13128148501385e-05	0.00659249081909348
TRINITY_DN19596_c0_g1	1.53524682462025	1.53891059664918	17.9845560541278	2.22704474485291e-05	0.0068448291158046
TRINITY_DN1675_c1_g1	3.39641380710462	1.19487016819583	17.89707139742	2.33179654478271e-05	0.00710890400453659
TRINITY_DN3401_c0_g1	5.75402602471131	8.06812929476459	17.8884132459005	2.34242909752833e-05	0.00710890400453659
TRINITY_DN22331_c0_g1	2.15702439568847	2.14698708565768	17.8268259843334	2.41947962011103e-05	0.00729684809930235
TRINITY_DN76782_c0_g1	3.30151218057892	1.62534858558964	17.7496512962626	2.51963672476486e-05	0.00755171121222382
TRINITY_DN111572_c0_g1	5.60865031196094	5.13983788643388	17.7334222479945	2.54122326674177e-05	0.00756939429094799
TRINITY_DN40404_c0_g1	1.27434755643804	3.19005682908323	17.6863178157142	2.60493596601797e-05	0.00764033746246246
TRINITY_DN6341_c0_g2	-1.20876585872489	3.57038470013489	17.6845560276607	2.60734982565595e-05	0.00764033746246246
TRINITY_DN19179_c0_g1	1.38352136421482	2.42072809077347	17.6807725027399	2.6125413049826e-05	0.00764033746246246
TRINITY_DN274_c6_g1	-1.67670541749183	0.80799415219747	17.6213133000301	2.69550472674966e-05	0.00776854444317001
TRINITY_DN4706_c12_g1	-1.75987204033191	3.44940384172942	17.6198834283514	2.69753209432174e-05	0.00776854444317001
TRINITY_DN43859_c0_g1	1.70098738886677	1.55537850791978	17.6148519158624	2.70467829911005e-05	0.00776854444317001
TRINITY_DN85287_c0_g1	1.83775612073374	1.02855539247996	17.5710779605245	2.76765824441958e-05	0.007902401238238
TRINITY_DN11288_c0_g2	1.63885271706171	0.182145771553353	17.5314107151415	2.8260016623762e-05	0.0080215226009589
TRINITY_DN92513_c0_g3	2.79470549412171	0.430854615409328	17.4812008364932	2.90162725720113e-05	0.00818801881105166
TRINITY_DN1451_c0_g1	2.28763808793187	1.77884226125562	17.4439282090711	2.95907929299944e-05	0.00830159373281367
TRINITY_DN1173_c0_g3	-1.59224926827722	3.23189376883725	17.3698023775569	3.07675709464137e-05	0.00858184028004768
TRINITY_DN3729_c0_g2	1.93978728936446	0.193931946286863	17.3576385751217	3.09651199254833e-05	0.00858730400508202
